train_min_idx,seconds,left_axle_speed,odo_speed,right_axle_speed
2,59,84.63170035,9.211220611,79.12959437
3,0,80.99321441,52.04587195,79.98187005
3,1,97.68794529,53.15765582,93.40217809
3,2,38.98261251,46.68118803,85.1316719
3,3,58.08136916,4.638864696,93.10034485
3,4,98.36840606,2.742865951,64.64799305
3,5,39.12683003,44.83951043,33.61369565
3,6,2.620431532,42.3576317,18.57412665
3,7,69.75923343,69.42814322,91.68752912
3,8,80.54509615,38.18797374,74.15377223
3,9,86.25994067,35.95591514,87.79586423
3,10,55.44851341,70.97763603,30.98437593
3,11,66.66029311,28.9913363,5.733258699
3,12,5.761428294,69.61490128,58.67919323
3,13,48.76267853,92.91546595,58.0854116
3,14,28.03543272,26.00647674,58.07190236
3,15,15.79437711,33.7713024,40.61358788
3,16,36.17060789,94.15222459,55.34172533
3,17,2.511802123,23.21584781,57.0092069
3,18,91.39622017,31.96759683,45.82138886
3,19,79.43790257,59.67253284,79.69555849
3,20,33.30511677,99.58056526,98.46529615
3,21,78.69583223,72.55718063,34.83475265
3,22,60.790047,67.64677256,90.11194079
3,23,97.70296798,53.04139841,40.78848885
3,24,96.34876236,31.50287496,92.47731041
3,25,11.01033859,65.46584184,63.54318813
3,26,55.93239895,34.19581436,26.77141776
3,27,57.79279084,2.571527661,81.42286393
3,28,97.70840405,44.04599989,30.00229993
3,29,69.12506573,20.36371258,57.50009307
3,30,29.31068258,37.72980559,53.60040869
3,31,7.627256216,71.54995955,17.14892926
3,32,21.73452123,90.35435566,3.565166499
3,33,70.35978952,17.87889128,3.942122064
3,34,60.27613116,78.22145746,40.90573592
3,35,66.14176396,84.03141363,11.50868354
3,36,69.72982919,60.1586009,92.54321498
3,37,28.31174854,11.64976963,64.95168722
3,38,44.2131817,6.651547389,3.264353456
3,39,81.33245307,29.15491994,1.639105914
3,40,61.97227136,97.73161288,90.17511442
3,41,15.3668213,44.67336896,73.63302886
3,42,61.83957907,17.01878241,35.28163994
3,43,2.938951443,41.86006187,36.64357115
3,44,15.38330048,25.19261386,50.40880981
3,45,35.35794876,50.26213585,88.5562129
3,46,23.32450964,48.60397957,61.72325754
3,47,65.63100932,78.81892193,56.7445605
3,48,9.287136004,3.950461595,93.7906646
3,49,7.494017479,84.86685485,42.26043637
3,50,58.06006151,48.7427363,22.66290406
3,51,9.225050473,74.17387038,92.57037296
3,52,19.05516676,79.00758667,54.47204116
3,53,78.28201482,92.93812399,27.51116028
3,54,93.95580914,19.95519233,43.76403334
3,55,8.466321218,4.000156626,42.91815598
3,56,51.42039334,36.4740585,26.8482802
3,57,33.38574351,37.52376078,44.78974004
3,58,69.74726322,64.26054328,55.6643479
3,59,93.19339391,12.98190646,52.24992401
4,0,87.35253585,35.65951417,15.16629632
4,1,9.970300685,39.12785678,80.98115821
4,2,64.92123572,83.08431642,19.64883444
4,3,96.5990593,75.11172975,53.89128694
4,4,64.86796363,10.6563207,17.41890631
4,5,57.84591158,80.33140957,25.74689125
4,6,17.82628489,35.12708326,28.85637818
4,7,42.13868639,73.38139804,46.01468629
4,8,61.62179334,26.37565548,36.09632047
4,9,40.08050902,35.87603789,70.53003063
4,10,6.926846508,15.88425052,48.09816242
4,11,53.90282773,5.252088038,57.33731806
4,12,39.10210537,47.25265702,40.13514531
4,13,71.57326886,55.49912044,18.54130563
4,14,4.568429641,95.67568245,1.170964943
4,15,74.61207007,40.07316219,39.6691816
4,16,40.49371107,83.2541445,98.51747178
4,17,76.78285943,52.03905618,92.41221765
4,18,89.6011391,5.798604521,24.96005067
4,19,76.81406399,13.68038241,7.567948705
4,20,15.40636758,26.10856131,43.59668292
4,21,49.95728791,83.12520108,1.551379569
4,22,50.03897372,51.60259113,40.36364219
4,23,5.655035234,32.17122001,87.11564901
4,24,35.83568263,35.1382272,85.09838606
4,25,41.14058924,11.44925607,2.390986203
4,26,55.44730518,79.79719678,76.67940007
4,27,12.18745582,76.91516775,93.60797014
4,28,28.55963053,83.3497262,70.95822037
4,29,60.91602305,73.56252924,90.05890463
4,30,78.38511263,5.69257298,77.6030507
4,31,52.04808513,80.1994962,62.97891192
4,32,67.22549302,68.60352835,48.69119263
4,33,33.57536444,26.87547213,20.67054821
4,34,73.23993018,96.20295284,84.24320541
4,35,72.61837397,12.90328947,92.06056271
4,36,21.20806772,89.23529942,93.44028047
4,37,10.80562977,31.11972537,6.448396823
4,38,69.85929879,72.03515045,42.36560936
4,39,42.87419162,48.90442431,72.30262752
4,40,37.14607619,47.13733192,23.29388952
4,41,96.65286464,51.13790682,1.104988548
4,42,92.85417624,69.81208672,33.37436904
4,43,62.7772899,74.4717779,86.22907253
4,44,35.29758727,30.43915381,98.54268648
4,45,2.759298798,56.23273178,55.89332693
4,46,38.72694064,86.26094914,32.47361482
4,47,5.103473053,51.08858842,32.00373142
4,48,52.09814515,89.48014448,33.79245144
4,49,79.57444411,70.26614973,84.59170448
4,50,28.7258342,92.55234096,80.49454378
4,51,14.67902873,27.03247393,48.11563419
4,52,98.15405857,33.48987173,55.57020388
4,53,12.10581864,48.19759476,68.34480029
4,54,29.77398705,80.6459159,92.48335021
4,55,7.617500965,36.13196522,23.81688912
4,56,43.19232435,44.55176733,91.44412523
4,57,5.60621494,12.75371707,31.50279244
4,58,28.61432456,78.53879016,36.66392758
4,59,81.15850905,43.43930024,63.59881853
5,0,45.26896063,17.17694253,11.1737282
5,1,47.05915836,33.66941901,52.00489337
5,2,95.4894424,71.73882243,21.74567618
5,3,65.78918451,61.4622684,21.38174757
5,4,96.57591653,60.78858685,89.8757091
5,5,3.711130001,84.82020682,10.45450203
5,6,0.172942964,30.1134676,38.10858066
5,7,25.39846506,29.66411535,26.68238671
5,8,71.49188132,87.20654037,22.09820497
5,9,25.55932231,78.11633681,19.31447984
5,10,47.33012716,45.79643119,85.81820455
5,11,10.7054831,94.08622681,96.8855086
5,12,83.40307376,78.18827323,90.26107385
5,13,12.46224657,99.33632045,85.98289301
5,14,29.32058968,54.51499305,50.43416462
5,15,18.66179613,11.87505985,63.76644844
5,16,6.112055547,80.12766529,46.32639318
5,17,98.9336949,94.21006021,70.94410588
5,18,35.16184422,10.38886801,62.37883629
5,19,29.52439558,6.134599566,32.56545616
5,20,61.87405356,58.59035124,76.78477619
5,21,52.55084056,71.27161561,63.21360371
5,22,8.61621313,77.34492067,17.60860838
5,23,65.52997128,92.53287909,32.34765899
5,24,47.72988454,86.37883772,70.6710703
5,25,0.080322326,51.27162444,68.55027339
5,26,71.67953172,71.26331411,34.82984122
5,27,39.51198898,45.06679958,8.945320665
5,28,22.086352,24.28797435,30.46688953
5,29,11.85397196,21.37143465,76.12651344
5,30,6.879141909,83.19461508,73.59929805
5,31,93.15398162,67.67182576,89.67524778
5,32,20.06289287,93.5129203,89.49404018
5,33,88.40233363,63.37369521,85.61872301
5,34,79.45536122,84.693094,26.61814933
5,35,88.30151289,15.96054177,51.24934282
5,36,34.69759794,70.84271183,68.67985929
5,37,29.181451,4.03287667,81.94215844
5,38,82.67185395,86.14231852,44.69327855
5,39,11.85736097,7.030256737,3.7666173
5,40,34.54752286,62.88099682,15.64953391
5,41,59.43475831,31.78208435,2.529935672
5,42,60.05271835,6.311419608,82.65329843
5,43,76.35339716,29.23396293,87.73599832
5,44,44.78900616,51.66737696,94.77066645
5,45,95.40062037,26.94261697,91.64134463
5,46,52.66020203,2.631467335,99.69832624
5,47,13.07441873,87.39727963,68.65451539
5,48,72.12579278,40.65707343,86.41703094
5,49,63.65225388,95.10388127,96.58292651
5,50,77.44190262,9.011071559,30.1273979
5,51,79.13902709,9.8675757,87.84840768
5,52,87.57632395,45.97894962,54.83998582
5,53,47.12946777,49.91019835,23.82714019
5,54,64.11430127,11.43021297,53.20824432
5,55,66.28517313,31.54839287,25.40456511
5,56,96.53915735,88.21719528,87.53246933
5,57,90.21508983,41.66948579,81.3726582
5,58,32.93658497,4.0398632,62.57121179
5,59,0.356441139,15.36185583,97.18838211
6,0,60.89999359,50.88720981,38.97120968
6,1,80.75343474,74.80458207,6.531622
6,2,75.13870043,3.756285966,44.52472018
6,3,14.12725594,99.03050356,89.63511362
6,4,79.92734354,26.3566457,21.08738678
6,5,22.45566555,99.58201386,98.47638827
6,6,52.04835482,8.8160472,73.63823843
6,7,55.82642174,2.753071875,34.0485869
6,8,92.11624581,9.66046639,9.851768905
6,9,76.33986681,72.71506027,85.19230049
6,10,79.48293708,14.52265151,56.17340958
6,11,74.03391997,49.60202823,45.34722571
6,12,39.91141317,66.32500405,36.21458264
6,13,38.3576672,40.33130643,50.26116515
6,14,60.35602587,31.85766039,4.165478958
6,15,1.000222838,27.8771311,93.9842074
6,16,85.14826295,4.378236631,88.60055668
6,17,32.88906745,71.80768434,68.8303221
6,18,13.9668794,16.2726761,51.49244393
6,19,30.96290618,20.86043673,64.71828288
6,20,55.13958452,2.840106677,92.60984067
6,21,33.69717462,92.99312702,62.15102773
6,22,80.41892678,57.93244356,91.79747883
6,23,12.47073179,31.19635204,32.38102587
6,24,76.15261883,4.13645824,98.24767743
6,25,82.11608103,38.31113054,4.283806469
6,26,56.96948147,14.6915373,10.37523216
6,27,58.87305682,88.63827697,90.53952245
6,28,77.87128425,72.26295178,4.678661044
6,29,31.24059621,45.70492471,16.9730283
6,30,80.96434603,66.34943039,94.86368751
6,31,20.99357027,26.98321251,12.99972897
6,32,95.2491672,22.20296362,49.0499695
6,33,31.21425723,60.21536341,51.74692528
6,34,76.64553342,15.9112505,32.17053457
6,35,87.63744534,79.09487624,16.29169689
6,36,14.82905876,7.991103393,23.61530728
6,37,84.1856997,79.04244726,92.23818691
6,38,39.808096,27.98434073,46.79349136
6,39,92.5787935,92.16681008,19.84397777
6,40,28.79929457,81.95450164,20.49647455
6,41,67.70047272,89.38510936,82.8869358
6,42,9.588553302,88.97774863,67.29744179
6,43,85.98871295,73.36581015,50.12862267
6,44,5.803022634,36.13735889,32.57265208
6,45,89.31902623,69.53004222,2.663293313
6,46,82.00703112,83.2723166,96.99593379
6,47,66.23764433,90.50415755,74.78209597
6,48,95.88864794,45.00895911,19.64041955
6,49,71.13309331,12.0687421,64.29362049
6,50,37.21037142,42.02372177,5.241827655
6,51,80.37327858,67.91348057,97.08925665
6,52,16.57784143,56.60794986,31.44375072
6,53,13.56342278,79.33462254,86.37989827
6,54,58.45202632,18.05876172,23.60296803
6,55,42.9608008,69.48800722,64.51368443
6,56,3.280932222,52.02989313,94.41740837
6,57,68.99992652,65.75096387,15.43546869
6,58,80.99499266,31.99049121,82.28389303
6,59,40.44377689,12.93524888,33.81273984
7,0,38.27578637,69.50156574,30.35556689
7,1,94.88801527,95.30731116,24.06583771
7,2,25.46760401,70.74245085,96.04359623
7,3,68.34929159,57.09807696,60.26346215
7,4,73.87297556,38.16408948,12.97383064
7,5,93.78984525,36.83103783,7.055663804
7,6,88.03645904,23.60906373,24.92601199
7,7,85.15954211,61.80788774,12.34827347
7,8,92.83460893,94.33367657,13.37441999
7,9,21.74356489,92.95248593,55.8636838
7,10,21.72050036,16.43312849,91.07420827
7,11,41.17938041,1.927985904,36.16704175
7,12,23.25442554,74.53304377,91.7919858
7,13,65.48287557,60.98434901,27.89011344
7,14,57.36622563,47.78102656,14.99186605
7,15,86.22697535,62.72911353,98.75455305
7,16,36.47251575,61.02114514,92.21996998
7,17,6.142015853,75.71552111,75.00563023
7,18,13.79522536,43.67521982,98.41896515
7,19,14.79946152,3.088941019,97.64547281
7,20,78.06765122,48.84409329,70.61505572
7,21,50.14582879,27.31046772,98.56603554
7,22,99.70402258,65.46951346,94.36785944
7,23,63.32046778,82.9144776,8.501917696
7,24,54.97775596,95.26626288,10.17097738
7,25,61.02482359,12.56805392,60.52980371
7,26,60.2774234,96.54977894,22.29324824
7,27,32.49637196,83.05494862,87.11603657
7,28,55.89421494,67.398934,23.75806313
7,29,13.24754755,12.46945972,31.20771533
7,30,42.77655258,4.585101912,25.74635685
7,31,31.90683234,93.07609704,14.92630587
7,32,61.40806571,18.33153756,61.80182277
7,33,18.54948518,30.76859185,90.02518938
7,34,31.386411,57.11445818,79.81605479
7,35,12.32589061,76.67356588,2.432567012
7,36,52.89985981,15.37211926,62.52156383
7,37,3.981821505,14.14059791,4.978362213
7,38,6.104554312,80.54258808,46.02863462
7,39,71.85402477,80.3055886,7.695524349
7,40,72.09302758,47.06438737,68.90983907
7,41,55.74197493,29.12940281,67.38149102
7,42,53.35593427,26.95020166,26.39225747
7,43,15.86373343,85.78431577,31.73216376
7,44,4.916118423,9.950641244,12.27164755
7,45,61.88313053,93.75729761,84.75078893
7,46,1.257644657,49.24307021,73.48341132
7,47,37.28969808,20.29522908,47.48837747
7,48,80.49720936,62.37648688,16.21573511
7,49,46.4970366,88.67474257,24.81253991
7,50,60.65120709,79.75458338,62.28125785
7,51,14.94403375,8.017875291,30.87559525
7,52,38.38542688,57.82054271,18.71928259
7,53,43.74591451,65.98558765,87.30865697
7,54,16.6794648,2.322609821,54.62670492
7,55,79.70768957,8.155379527,67.52703125
7,56,3.909295992,26.51386953,87.680889
7,57,89.45723201,47.21914546,85.24345802
7,58,5.958255415,20.50635104,41.83622023
7,59,47.17345369,24.67523894,48.48353951
8,0,70.19503818,35.7965706,10.54379161
8,1,92.87867246,39.00779923,93.26602447
8,2,12.18281792,5.169622448,39.60200977
8,3,97.16022899,49.39120749,24.08697057
8,4,51.0252036,83.43667828,78.95454113
8,5,70.90680159,10.2750973,12.97036475
8,6,15.62403622,72.72111884,53.73088352
8,7,19.49066073,49.35762388,28.43130225
8,8,6.1345735,16.50163129,68.37374986
8,9,6.941037363,79.16975599,40.93311728
8,10,76.08753484,95.19681389,29.35197815
8,11,77.23489151,14.23900767,51.82678782
8,12,32.97807216,49.66632722,46.98483053
8,13,79.00228789,43.57945062,20.05367545
8,14,93.30594836,11.99368614,30.16517647
8,15,99.5572803,17.50430917,75.72841175
8,16,10.96601331,62.86194339,11.09061134
8,17,57.70730355,88.06336611,79.22398772
8,18,95.40045485,84.56664106,56.93362232
8,19,96.07370425,19.84051585,22.20284757
8,20,81.23494963,30.62710179,87.99908126
8,21,45.54672813,57.14492277,71.54148479
8,22,87.4548629,98.86722738,35.82533434
8,23,46.16650548,9.329701059,42.85744622
8,24,22.43127369,72.23941221,38.04919694
8,25,66.94491511,89.29392447,30.70582912
8,26,62.13013721,1.419984136,30.6958777
8,27,12.07879002,58.02083783,84.74623988
8,28,71.21667933,39.50426982,75.21506132
8,29,15.52430375,50.00636333,11.53084646
8,30,99.83480985,10.03975595,58.61687655
8,31,93.03378184,4.799442581,44.11212722
8,32,55.50362079,17.15809347,12.03439136
8,33,39.65823258,42.08540125,81.07978833
8,34,19.95977897,90.96638283,35.40324343
8,35,89.28526043,81.65882826,43.97817709
8,36,17.14542466,65.60250893,63.88589447
8,37,13.925944,98.1330602,51.63604765
8,38,73.79970289,35.25169285,58.14135862
8,39,91.4277194,9.915624318,45.04644664
8,40,99.43424543,85.68222405,14.5169697
8,41,30.27986272,18.26461035,12.15200261
8,42,86.08853574,27.38153101,94.24142011
8,43,17.34046229,25.16528312,25.30070045
8,44,22.93930558,43.54993928,6.544210629
8,45,99.46440901,70.01015923,59.6440515
8,46,59.72112698,99.35938003,81.02487616
8,47,13.28821221,75.90814711,89.13706097
8,48,11.66935205,89.93498765,2.654616749
8,49,60.3280434,92.13448364,23.4537068
8,50,64.87897759,42.74747636,86.66221872
8,51,75.13234489,21.44679313,74.78933254
8,52,48.65831901,41.23707135,60.42670518
8,53,40.28292173,74.99146518,1.73285196
8,54,41.89640071,25.99015011,10.9749619
8,55,47.86363581,17.55615578,38.1235155
8,56,44.26325098,35.93366092,69.53693344
8,57,13.22811492,31.67558356,12.26066473
8,58,6.697108121,98.34965599,15.32494241
8,59,66.62497957,72.69537207,49.5831604
9,0,79.50654412,74.48581961,70.98035479
9,1,69.70945893,43.72060921,9.532928913
9,2,87.28851387,70.7347562,16.71770749
9,3,49.01357881,38.79868192,62.58334703
9,4,34.7073566,23.31694236,29.06869409
9,5,48.25873518,6.041052699,81.16876288
9,6,74.09663363,49.11762075,88.36169989
9,7,11.0292432,3.934048997,26.80880915
9,8,69.79558144,29.61977545,9.465195077
9,9,9.971707315,40.84438467,77.25450758
9,10,52.2605259,52.92708005,41.71177018
9,11,69.18202223,82.3081612,37.47047472
9,12,62.81393632,58.04661859,16.22670525
9,13,96.79845054,25.91612438,67.31037051
9,14,96.59335265,52.44649944,78.65232051
9,15,65.39451078,3.49022229,63.72367193
9,16,76.00907184,61.40278089,99.79640315
9,17,89.61325607,88.62058775,40.38309071
9,18,64.7996193,19.58725992,24.35712726
9,19,33.25532342,53.31793596,91.07641971
9,20,23.53428019,70.56131146,44.14426919
9,21,70.44625304,83.91677373,53.86638325
9,22,34.45763102,49.11185517,30.40816674
9,23,80.53830312,26.78965819,4.17426627
9,24,59.22080931,40.41133837,80.39166937
9,25,3.252398553,0.444564735,70.82885736
9,26,12.36697855,84.19473751,1.817062738
9,27,47.3777282,72.41221972,12.74826228
9,28,33.98504927,15.52957934,33.73023769
9,29,98.42627648,35.84887637,73.59803642
9,30,63.39781571,72.51902007,35.36098618
9,31,4.518973229,82.28195668,26.68747137
9,32,30.20503335,66.62086718,42.02363095
9,33,9.914736244,70.8313008,32.50978271
9,34,6.369566826,6.817631619,59.93003031
9,35,59.71393795,15.27190201,20.05939529
9,36,64.90545552,94.72409902,64.02677556
9,37,46.46656514,7.383225477,22.41733972
9,38,41.79337069,1.008103773,61.8620932
9,39,85.79879819,52.3524309,13.82966472
9,40,67.61116981,1.197594186,74.67819659
9,41,28.95928918,12.74626099,89.23908265
9,42,87.10647225,70.37272309,78.75275179
9,43,79.36429115,5.672203412,62.21121619
9,44,84.31340551,56.22869041,42.97867057
9,45,45.61783119,71.88668581,82.44118501
9,46,74.81588514,94.83258478,41.56139115
9,47,58.92970069,10.08171863,85.39471863
9,48,21.46668085,44.18921682,24.22360925
9,49,60.40147223,10.31112277,58.3058056
9,50,48.45188208,57.03633308,71.44776562
9,51,37.09176379,77.77923706,9.062551747
9,52,7.988026258,26.4008735,60.05756151
9,53,73.5401419,57.85658233,69.3813747
9,54,18.59112664,2.16661537,1.041323577
9,55,79.45050689,36.27946391,93.69326009
9,56,16.74600777,34.54217122,70.86412649
9,57,29.17451764,56.51842642,19.2004575
9,58,10.28069526,29.24849117,75.2051511
9,59,0.016879955,92.17902698,82.82748059
10,0,23.2974669,80.86218642,90.53588285
10,1,52.66278437,25.46134913,84.2685563
10,2,51.18489487,64.67302329,39.69146381
10,3,53.48404369,7.975013341,67.85020775
10,4,39.37022225,74.0127493,51.64232121
10,5,82.26495722,39.84315337,78.42631824
10,6,40.50079858,55.95161754,85.05673139
10,7,85.89229705,11.63150365,28.05469898
10,8,53.55657843,97.58725663,85.53240199
10,9,14.68714175,69.89677514,85.11368758
10,10,63.02225101,72.22984267,5.172824274
10,11,30.47849165,18.59164582,36.61431336
10,12,2.052877439,11.40296823,30.94596762
10,13,77.10736111,16.34010919,34.77241449
10,14,15.51846518,69.34893,97.05818439
10,15,42.16196999,43.45846987,13.2667825
10,16,99.85923914,48.50464295,35.46453973
10,17,48.34800415,3.986472922,30.69697306
10,18,73.20355979,97.66085098,55.37956501
10,19,87.6089243,71.48280882,6.555985241
10,20,39.9266169,79.43717717,31.27989684
10,21,77.50936262,5.770829317,52.53422619
10,22,15.62860459,12.22857209,24.26433807
10,23,32.87226118,27.68692962,6.891606071
10,24,38.07179972,34.79832802,34.1820284
10,25,14.68314623,54.4894023,12.13241496
10,26,42.17657276,14.05607486,58.60729224
10,27,71.304401,64.68925172,28.36322877
10,28,53.02579432,64.86516023,62.61162024
10,29,21.54693552,27.36820325,3.795809354
10,30,45.7993339,37.32826559,33.63891278
10,31,47.04990142,46.52088615,42.98404097
10,32,88.37097284,46.54022005,3.481159271
10,33,29.22635264,88.57895044,14.4398953
10,34,15.3967295,0.587358419,48.41249658
10,35,99.22241803,71.92310784,43.90262928
10,36,94.18084593,75.95087992,20.52752758
10,37,43.10811434,17.62028484,74.72784737
10,38,22.90698779,55.23609842,26.09191917
10,39,9.449716599,18.1907608,0.179261405
10,40,75.51835374,30.41559459,51.10442018
10,41,0.493375888,95.33147459,19.75321525
10,42,1.041749918,30.1040223,29.9449239
10,43,26.87384539,93.00814804,98.77898312
10,44,21.1817409,51.77903682,0.59557232
10,45,98.88873836,41.8151107,43.62010893
10,46,89.57684804,58.52798256,13.72212966
10,47,19.36167078,91.75208538,88.87281222
10,48,24.02338396,76.16902699,6.007681804
10,49,12.86963869,9.540674536,90.56643448
10,50,8.849237014,71.09669962,59.21729189
10,51,91.97043274,13.46293419,55.93420522
10,52,95.8899689,87.30946499,64.69408191
10,53,99.65555954,78.51301709,97.55172261
10,54,99.35203366,7.209456883,16.69767964
10,55,73.30314483,90.79749887,10.4868521
10,56,40.36104639,53.27924276,56.38054836
10,57,48.77128645,10.17338781,26.30776526
10,58,26.94910425,57.6379907,26.54345652
10,59,60.92395866,23.62957115,33.06215967
11,0,19.88410081,58.85820321,67.55801714
11,1,51.0547092,21.70221802,71.6750171
11,2,46.5844694,90.54578459,40.39677227
11,3,63.1092594,14.86634126,63.69986332
11,4,87.90646119,21.00402167,48.53422245
11,5,71.14072249,77.97466966,9.258950024
11,6,13.50142125,0.604968379,84.19394061
11,7,2.963410547,12.17594074,60.75130947
11,8,52.73650985,57.99445103,51.70552043
11,9,99.3907256,94.57365144,45.39465829
11,10,72.25556994,11.06224451,75.55742198
11,11,38.11567597,31.0617357,1.806559148
11,12,45.52627423,61.85266398,56.5074855
11,13,62.53183088,82.96610275,26.95481986
11,14,13.92948468,22.0018461,38.06430652
11,15,29.26143485,30.99652721,85.53767894
11,16,20.8866627,40.28795086,64.06140618
11,17,84.37072541,26.17721828,88.26001257
11,18,99.86708174,49.08362005,49.07982929
11,19,45.15852382,66.7610317,11.99142986
11,20,3.395367978,59.15433976,1.135209112
11,21,43.01141687,11.70124726,95.95144047
11,22,28.34693927,95.59287174,71.96776611
11,23,27.25546781,74.18735608,66.45956948
11,24,68.99283341,51.67833485,1.833655259
11,25,52.62146253,38.41187823,19.3311194
11,26,91.64712338,23.47953666,28.82865556
11,27,0.03875099,94.96450636,11.17147107
11,28,51.55007211,91.66846291,93.86599767
11,29,51.77411798,15.44214171,22.87443878
11,30,64.65299376,50.28168559,27.87981446
11,31,32.09948734,33.75866568,68.48699801
11,32,11.61185158,84.36056463,25.3022595
11,33,85.91606661,79.93793252,62.20086595
